date,goal_id,goal_name,completion_status,stress,energy,concentration,mood,readiness,available_minutes,normal_goal_minutes,time_fit,style_adjustment,style_task_multiplier,final_multiplier,has_fun_plan,fun_plan,mode,capacity,burnout_risk,goal_pressure,task,progress_update
2026-06-17 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.513,0.691,0.554,0.649,0.523,30,90,0.333,1.0,1.0,1.2,True,Watch a movie at 8pm,CATCH-UP,0.046,0.322,0.243,Solve past-paper problems: 14 problems.,
2026-06-17 18:15:00,3,Build and launch a university portfolio app,Skipped,0.445,0.763,0.61,0.649,0.586,60,75,0.8,1.0,1.0,1.2,False,,CATCH-UP,0.16,0.269,0.286,Work on the portfolio app: 90 minutes.,
2026-06-18 17:15:00,4,Complete five university application essays,Skipped,0.422,0.788,0.629,0.665,0.608,120,60,1.5,1.0,1.0,1.2,True,Evening walk at the park,CATCH-UP,0.338,0.248,0.374,Draft or revise application essays: 600 words.,
2026-06-18 18:15:00,5,Submit a competitive scholarship application,Skipped,0.459,0.748,0.598,0.665,0.573,30,45,0.667,1.0,1.0,1.2,False,,CATCH-UP,0.124,0.277,0.415,Research and prepare scholarship materials: 54 minutes.,
2026-06-19 17:15:00,1,Achieve 1500+ on the SAT,Partly completed,0.437,0.645,0.679,0.68,0.662,60,75,0.8,1.0,1.0,0.35,True,Coffee with a friend after class,MINIMUM,0.171,0.272,0.38,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 6.6, ""new_progress"": 7.0, ""gain"": 0.4}"
2026-06-19 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Partly completed,0.355,0.732,0.745,0.68,0.739,90,90,1.0,1.0,1.0,1.0,False,,STEADY,0.317,0.214,0.245,Solve past-paper problems: 12 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 6.6, ""new_progress"": 7.0, ""gain"": 0.4}"
2026-06-20 17:15:00,3,Build and launch a university portfolio app,Partly completed,0.302,0.668,0.789,0.694,0.729,30,75,0.4,1.0,1.0,0.35,True,Dinner with family at 7pm,MINIMUM,0.126,0.209,0.29,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 6.6, ""new_progress"": 7.0, ""gain"": 0.4}"
2026-06-20 18:15:00,4,Complete five university application essays,Partly completed,0.315,0.654,0.778,0.694,0.716,60,60,1.0,1.0,1.0,1.0,False,,STEADY,0.296,0.217,0.379,Draft or revise application essays: 500 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 6.6, ""new_progress"": 7.0, ""gain"": 0.4}"
2026-06-21 17:15:00,5,Submit a competitive scholarship application,Partly completed,0.394,0.57,0.714,0.708,0.642,120,45,1.5,1.0,1.0,1.0,True,Coffee with a friend after class,STEADY,0.299,0.268,0.426,Research and prepare scholarship materials: 45 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 6.6, ""new_progress"": 7.0, ""gain"": 0.4}"
2026-06-21 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.513,0.571,0.554,0.708,0.463,120,75,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.152,0.343,0.383,Complete timed sat questions: 42 questions.,
2026-06-22 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.434,0.775,0.618,0.721,0.597,60,90,0.667,1.0,1.0,1.2,True,Basketball with friends at 6pm,CATCH-UP,0.141,0.246,0.247,Solve past-paper problems: 14 problems.,
2026-06-22 18:15:00,3,Build and launch a university portfolio app,Skipped,0.422,0.788,0.629,0.721,0.608,90,75,1.2,1.0,1.0,1.2,False,,CATCH-UP,0.27,0.237,0.292,Work on the portfolio app: 90 minutes.,
2026-06-23 17:15:00,4,Complete five university application essays,Skipped,0.476,0.731,0.585,0.734,0.558,30,60,0.5,1.0,1.0,1.2,True,Gaming session at 9pm,CATCH-UP,0.085,0.275,0.385,Draft or revise application essays: 600 words.,
2026-06-23 18:15:00,5,Submit a competitive scholarship application,Skipped,0.558,0.644,0.518,0.734,0.481,60,45,1.333,1.0,1.0,1.2,False,,CATCH-UP,0.142,0.342,0.431,Research and prepare scholarship materials: 54 minutes.,
2026-06-24 17:15:00,1,Achieve 1500+ on the SAT,Completed,0.339,0.749,0.758,0.745,0.754,90,75,1.2,1.0,1.0,1.0,True,Watch a movie at 8pm,STEADY,0.409,0.19,0.39,Complete timed sat questions: 35 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 7.0, ""new_progress"": 8.0, ""gain"": 1.0}"
2026-06-24 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Completed,0.302,0.788,0.789,0.745,0.789,120,90,1.333,1.0,1.0,1.0,False,,STEADY,0.535,0.166,0.249,Solve past-paper problems: 12 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 7.0, ""new_progress"": 8.0, ""gain"": 1.0}"
2026-06-25 17:15:00,3,Build and launch a university portfolio app,Completed,0.326,0.763,0.769,0.754,0.766,60,75,0.8,1.0,1.0,1.0,True,Evening walk at the park,STEADY,0.289,0.179,0.297,Work on the portfolio app: 75 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 7.0, ""new_progress"": 8.0, ""gain"": 1.0}"
2026-06-25 18:15:00,4,Complete five university application essays,Completed,0.394,0.69,0.714,0.754,0.702,90,60,1.5,1.0,1.0,1.0,False,,STEADY,0.396,0.226,0.39,Draft or revise application essays: 500 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 7.0, ""new_progress"": 8.0, ""gain"": 1.0}"
2026-06-26 17:15:00,5,Submit a competitive scholarship application,Completed,0.506,0.571,0.623,0.762,0.597,30,45,0.667,1.0,1.0,0.35,True,Watch a movie at 8pm,MINIMUM,0.099,0.309,0.443,Research and prepare scholarship materials: 16 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 7.0, ""new_progress"": 8.0, ""gain"": 1.0}"
2026-06-26 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.434,0.775,0.618,0.762,0.597,30,75,0.4,1.0,1.0,1.2,False,,CATCH-UP,0.085,0.238,0.391,Complete timed sat questions: 42 questions.,
2026-06-27 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.427,0.663,0.625,0.769,0.544,90,90,1.0,1.0,1.0,1.2,True,Dinner with family at 7pm,CATCH-UP,0.168,0.264,0.249,Solve past-paper problems: 14 problems.,
2026-06-27 18:15:00,3,Build and launch a university portfolio app,Skipped,0.476,0.611,0.585,0.769,0.498,120,75,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.191,0.301,0.297,Work on the portfolio app: 90 minutes.,
2026-06-28 17:15:00,4,Complete five university application essays,Skipped,0.581,0.499,0.5,0.774,0.399,60,60,1.0,1.0,1.0,1.2,True,Coffee with a friend after class,CATCH-UP,0.065,0.387,0.394,Draft or revise application essays: 600 words.,
2026-06-28 18:15:00,5,Submit a competitive scholarship application,Skipped,0.667,0.408,0.429,0.774,0.318,90,45,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.05,0.466,0.446,Research and prepare scholarship materials: 54 minutes.,
2026-06-29 17:15:00,1,Achieve 1500+ on the SAT,Partly completed,0.3,0.79,0.79,0.778,0.79,120,75,1.5,1.0,1.0,1.0,True,Basketball with friends at 6pm,STEADY,0.606,0.158,0.398,Complete timed sat questions: 35 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 8.0, ""new_progress"": 8.4, ""gain"": 0.4}"
2026-06-29 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Partly completed,0.326,0.763,0.769,0.778,0.766,30,90,0.333,1.0,1.0,0.35,False,,MINIMUM,0.12,0.175,0.251,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 8.0, ""new_progress"": 8.4, ""gain"": 0.4}"
2026-06-30 17:15:00,3,Build and launch a university portfolio app,Partly completed,0.415,0.667,0.696,0.78,0.682,90,75,1.2,1.0,1.0,1.0,True,Gaming session at 9pm,STEADY,0.285,0.236,0.302,Work on the portfolio app: 75 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 8.0, ""new_progress"": 8.4, ""gain"": 0.4}"
2026-06-30 18:15:00,4,Complete five university application essays,Partly completed,0.506,0.571,0.623,0.78,0.597,120,60,1.5,1.0,1.0,1.0,False,,STEADY,0.222,0.305,0.4,Draft or revise application essays: 500 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 8.0, ""new_progress"": 8.4, ""gain"": 0.4}"
2026-07-01 17:15:00,5,Submit a competitive scholarship application,Partly completed,0.595,0.477,0.55,0.78,0.513,60,45,1.333,1.0,1.0,0.35,True,Basketball with friends at 6pm,MINIMUM,0.115,0.381,0.459,Research and prepare scholarship materials: 16 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 8.0, ""new_progress"": 8.4, ""gain"": 0.4}"
2026-07-01 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.427,0.783,0.625,0.78,0.604,60,75,0.8,1.0,1.0,1.2,False,,CATCH-UP,0.176,0.229,0.402,Complete timed sat questions: 42 questions.,
2026-07-02 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.494,0.711,0.57,0.778,0.541,120,90,1.333,1.0,1.0,1.2,True,Evening walk at the park,CATCH-UP,0.206,0.281,0.253,Solve past-paper problems: 14 problems.,
2026-07-02 18:15:00,3,Build and launch a university portfolio app,Skipped,0.581,0.619,0.5,0.778,0.459,30,75,0.4,1.0,1.0,1.2,False,,CATCH-UP,0.037,0.353,0.304,Work on the portfolio app: 90 minutes.,
2026-07-03 17:15:00,4,Complete five university application essays,Skipped,0.685,0.508,0.414,0.775,0.361,90,60,1.5,1.0,1.0,1.2,True,Watch a movie at 8pm,CATCH-UP,0.067,0.451,0.407,Draft or revise application essays: 600 words.,
2026-07-03 18:15:00,5,Submit a competitive scholarship application,Skipped,0.734,0.457,0.375,0.775,0.316,120,45,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.045,0.499,0.465,Research and prepare scholarship materials: 54 minutes.,
2026-07-04 17:15:00,1,Achieve 1500+ on the SAT,Completed,0.339,0.628,0.758,0.77,0.693,30,75,0.4,1.0,1.0,0.35,True,Dinner with family at 7pm,MINIMUM,0.105,0.218,0.41,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 8.4, ""new_progress"": 9.4, ""gain"": 1.0}"
2026-07-04 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Completed,0.415,0.547,0.696,0.77,0.622,60,90,0.667,1.0,1.0,0.35,False,,MINIMUM,0.119,0.271,0.256,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 8.4, ""new_progress"": 9.4, ""gain"": 1.0}"
2026-07-05 17:15:00,3,Build and launch a university portfolio app,Completed,0.527,0.429,0.606,0.763,0.517,120,75,1.5,1.0,1.0,0.35,True,Coffee with a friend after class,MINIMUM,0.138,0.359,0.309,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 8.4, ""new_progress"": 9.4, ""gain"": 1.0}"
2026-07-05 18:15:00,4,Complete five university application essays,Completed,0.595,0.357,0.55,0.763,0.453,30,60,0.5,1.0,1.0,0.35,False,,MINIMUM,0.029,0.417,0.413,Draft or revise application essays: 175 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 8.4, ""new_progress"": 9.4, ""gain"": 1.0}"
2026-07-06 17:15:00,5,Submit a competitive scholarship application,Completed,0.618,0.452,0.531,0.755,0.492,90,45,1.5,1.0,1.0,0.35,True,Dinner with family at 7pm,MINIMUM,0.111,0.407,0.479,Research and prepare scholarship materials: 16 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 8.4, ""new_progress"": 9.4, ""gain"": 1.0}"
2026-07-06 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.494,0.711,0.57,0.755,0.541,90,75,1.2,1.0,1.0,1.2,False,,CATCH-UP,0.185,0.285,0.411,Complete timed sat questions: 42 questions.,
2026-07-07 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.603,0.595,0.481,0.746,0.438,30,90,0.333,1.0,1.0,1.2,True,Gaming session at 9pm,CATCH-UP,0.027,0.38,0.256,Solve past-paper problems: 14 problems.,
2026-07-07 18:15:00,3,Build and launch a university portfolio app,Skipped,0.685,0.508,0.414,0.746,0.361,60,75,0.8,1.0,1.0,1.2,False,,CATCH-UP,0.036,0.456,0.309,Work on the portfolio app: 90 minutes.,
2026-07-08 17:15:00,4,Complete five university application essays,Skipped,0.738,0.452,0.371,0.735,0.311,120,60,1.5,1.0,1.0,1.2,True,Basketball with friends at 6pm,CATCH-UP,0.044,0.511,0.418,Draft or revise application essays: 600 words.,
2026-07-08 18:15:00,5,Submit a competitive scholarship application,Skipped,0.725,0.466,0.382,0.735,0.324,30,45,0.667,1.0,1.0,1.2,False,,CATCH-UP,0.022,0.498,0.483,Research and prepare scholarship materials: 54 minutes.,
2026-07-09 17:15:00,1,Achieve 1500+ on the SAT,Partly completed,0.438,0.644,0.678,0.723,0.661,60,75,0.8,1.0,1.0,0.35,True,Evening walk at the park,MINIMUM,0.17,0.264,0.419,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 9.4, ""new_progress"": 9.8, ""gain"": 0.4}"
2026-07-09 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Partly completed,0.527,0.549,0.606,0.723,0.577,90,90,1.0,1.0,1.0,0.35,False,,MINIMUM,0.131,0.334,0.258,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 9.4, ""new_progress"": 9.8, ""gain"": 0.4}"
2026-07-10 17:15:00,3,Build and launch a university portfolio app,Partly completed,0.606,0.465,0.542,0.71,0.503,30,75,0.4,1.0,1.0,0.35,True,Watch a movie at 8pm,MINIMUM,0.032,0.405,0.314,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 9.4, ""new_progress"": 9.8, ""gain"": 0.4}"
2026-07-10 18:15:00,4,Complete five university application essays,Partly completed,0.618,0.452,0.531,0.71,0.492,60,60,1.0,1.0,1.0,0.35,False,,MINIMUM,0.074,0.416,0.425,Draft or revise application essays: 175 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 9.4, ""new_progress"": 9.8, ""gain"": 0.4}"
2026-07-11 17:15:00,5,Submit a competitive scholarship application,Partly completed,0.564,0.389,0.575,0.696,0.482,120,45,1.5,1.0,1.0,0.35,True,Evening walk at the park,MINIMUM,0.107,0.404,0.498,Research and prepare scholarship materials: 16 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 9.4, ""new_progress"": 9.8, ""gain"": 0.4}"
2026-07-11 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.603,0.475,0.481,0.696,0.378,120,75,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.083,0.423,0.423,Complete timed sat questions: 42 questions.,
2026-07-12 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.701,0.371,0.401,0.681,0.286,60,90,0.667,1.0,1.0,1.2,True,Coffee with a friend after class,CATCH-UP,0.016,0.518,0.26,Solve past-paper problems: 14 problems.,
2026-07-12 18:15:00,3,Build and launch a university portfolio app,Skipped,0.738,0.332,0.371,0.681,0.251,90,75,1.2,1.0,1.0,1.2,False,,CATCH-UP,0.021,0.555,0.316,Work on the portfolio app: 90 minutes.,
2026-07-13 17:15:00,4,Complete five university application essays,Skipped,0.714,0.477,0.391,0.666,0.334,30,60,0.5,1.0,1.0,1.2,True,Dinner with family at 7pm,CATCH-UP,0.018,0.501,0.433,Draft or revise application essays: 600 words.,
2026-07-13 18:15:00,5,Submit a competitive scholarship application,Skipped,0.646,0.55,0.447,0.666,0.398,60,45,1.333,1.0,1.0,1.2,False,,CATCH-UP,0.08,0.435,0.506,Research and prepare scholarship materials: 54 minutes.,
2026-07-14 17:15:00,1,Achieve 1500+ on the SAT,Completed,0.547,0.528,0.589,0.651,0.558,90,75,1.2,1.0,1.0,0.35,True,Gaming session at 9pm,MINIMUM,0.14,0.365,0.433,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 9.8, ""new_progress"": 10.8, ""gain"": 1.0}"
2026-07-14 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Completed,0.606,0.465,0.542,0.651,0.503,120,90,1.333,1.0,1.0,0.35,False,,MINIMUM,0.108,0.417,0.263,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 9.8, ""new_progress"": 10.8, ""gain"": 1.0}"
2026-07-15 17:15:00,3,Build and launch a university portfolio app,Completed,0.613,0.457,0.535,0.635,0.496,60,75,0.8,1.0,1.0,0.35,True,Basketball with friends at 6pm,MINIMUM,0.061,0.426,0.322,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 9.8, ""new_progress"": 10.8, ""gain"": 1.0}"
2026-07-15 18:15:00,4,Complete five university application essays,Completed,0.564,0.509,0.575,0.635,0.542,90,60,1.5,1.0,1.0,0.35,False,,MINIMUM,0.158,0.383,0.44,Draft or revise application essays: 175 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 9.8, ""new_progress"": 10.8, ""gain"": 1.0}"
2026-07-16 17:15:00,5,Submit a competitive scholarship application,Completed,0.459,0.621,0.661,0.62,0.641,30,45,0.667,1.0,1.0,0.35,True,Gaming session at 9pm,MINIMUM,0.127,0.301,0.523,Research and prepare scholarship materials: 16 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 9.8, ""new_progress"": 10.8, ""gain"": 1.0}"
2026-07-16 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.701,0.491,0.401,0.62,0.346,30,75,0.4,1.0,1.0,1.2,False,,CATCH-UP,0.016,0.497,0.434,Complete timed sat questions: 42 questions.,
2026-07-17 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.74,0.45,0.37,0.604,0.31,90,90,1.0,1.0,1.0,1.2,True,Watch a movie at 8pm,CATCH-UP,0.029,0.539,0.263,Solve past-paper problems: 14 problems.,
2026-07-17 18:15:00,3,Build and launch a university portfolio app,Skipped,0.714,0.477,0.391,0.604,0.334,120,75,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.053,0.513,0.322,Work on the portfolio app: 90 minutes.,
2026-07-18 17:15:00,4,Complete five university application essays,Skipped,0.624,0.453,0.464,0.59,0.358,60,60,1.0,1.0,1.0,1.2,True,Evening walk at the park,CATCH-UP,0.047,0.463,0.446,Draft or revise application essays: 600 words.,
2026-07-18 18:15:00,5,Submit a competitive scholarship application,Skipped,0.534,0.549,0.537,0.59,0.443,90,45,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.133,0.384,0.529,Research and prepare scholarship materials: 54 minutes.,
2026-07-19 17:15:00,1,Achieve 1500+ on the SAT,Partly completed,0.614,0.337,0.535,0.575,0.436,120,75,1.5,1.0,1.0,0.35,True,Coffee with a friend after class,MINIMUM,0.074,0.472,0.444,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 10.8, ""new_progress"": 11.2, ""gain"": 0.4}"
2026-07-19 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Partly completed,0.613,0.337,0.535,0.575,0.436,30,90,0.333,1.0,1.0,0.35,False,,MINIMUM,0.017,0.471,0.265,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 10.8, ""new_progress"": 11.2, ""gain"": 0.4}"
2026-07-20 17:15:00,3,Build and launch a university portfolio app,Partly completed,0.546,0.529,0.59,0.562,0.56,90,75,1.2,1.0,1.0,0.35,True,Dinner with family at 7pm,MINIMUM,0.141,0.382,0.328,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 10.8, ""new_progress"": 11.2, ""gain"": 0.4}"
2026-07-20 18:15:00,4,Complete five university application essays,Partly completed,0.459,0.621,0.661,0.562,0.641,120,60,1.5,1.0,1.0,1.0,False,,STEADY,0.286,0.312,0.454,Draft or revise application essays: 500 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 10.8, ""new_progress"": 11.2, ""gain"": 0.4}"
2026-07-21 17:15:00,5,Submit a competitive scholarship application,Partly completed,0.355,0.732,0.746,0.55,0.739,60,45,1.333,1.0,1.0,1.0,True,Coffee with a friend after class,STEADY,0.423,0.239,0.547,Research and prepare scholarship materials: 45 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 10.8, ""new_progress"": 11.2, ""gain"": 0.4}"
2026-07-21 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.74,0.45,0.37,0.55,0.31,60,75,0.8,1.0,1.0,1.2,False,,CATCH-UP,0.023,0.55,0.448,Complete timed sat questions: 42 questions.,
2026-07-22 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.7,0.492,0.402,0.538,0.347,120,90,1.333,1.0,1.0,1.2,True,Basketball with friends at 6pm,CATCH-UP,0.053,0.513,0.268,Solve past-paper problems: 14 problems.,
2026-07-22 18:15:00,3,Build and launch a university portfolio app,Skipped,0.624,0.573,0.464,0.538,0.418,30,75,0.4,1.0,1.0,1.2,False,,CATCH-UP,0.028,0.44,0.331,Work on the portfolio app: 90 minutes.,
2026-07-23 17:15:00,4,Complete five university application essays,Skipped,0.513,0.691,0.555,0.528,0.523,90,60,1.5,1.0,1.0,1.2,True,Gaming session at 9pm,CATCH-UP,0.208,0.346,0.463,Draft or revise application essays: 600 words.,
2026-07-23 18:15:00,5,Submit a competitive scholarship application,Skipped,0.445,0.764,0.61,0.528,0.587,120,45,1.5,1.0,1.0,1.2,False,,CATCH-UP,0.3,0.293,0.557,Research and prepare scholarship materials: 54 minutes.,
2026-07-24 17:15:00,1,Achieve 1500+ on the SAT,Completed,0.605,0.466,0.542,0.52,0.504,30,75,0.4,1.0,1.0,0.35,True,Watch a movie at 8pm,MINIMUM,0.032,0.442,0.459,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 11.2, ""new_progress"": 12.2, ""gain"": 1.0}"
2026-07-24 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Completed,0.546,0.529,0.59,0.52,0.56,60,90,0.667,1.0,1.0,0.35,False,,MINIMUM,0.078,0.39,0.27,Solve past-paper problems: 4 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 11.2, ""new_progress"": 12.2, ""gain"": 1.0}"
2026-07-25 17:15:00,3,Build and launch a university portfolio app,Completed,0.436,0.525,0.679,0.512,0.602,120,75,1.5,1.0,1.0,1.0,True,Evening walk at the park,STEADY,0.238,0.338,0.337,Work on the portfolio app: 75 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 11.2, ""new_progress"": 12.2, ""gain"": 1.0}"
2026-07-25 18:15:00,4,Complete five university application essays,Completed,0.355,0.612,0.746,0.512,0.679,30,60,0.5,1.0,1.0,0.35,False,,MINIMUM,0.122,0.28,0.472,Draft or revise application essays: 175 words.,"{""goal_id"": 4, ""goal_name"": ""Complete five university application essays"", ""old_progress"": 11.2, ""new_progress"": 12.2, ""gain"": 1.0}"
2026-07-26 17:15:00,5,Submit a competitive scholarship application,Completed,0.302,0.668,0.789,0.507,0.729,90,45,1.5,1.0,1.0,1.0,True,Watch a movie at 8pm,STEADY,0.472,0.247,0.578,Research and prepare scholarship materials: 45 minutes.,"{""goal_id"": 5, ""goal_name"": ""Submit a competitive scholarship application"", ""old_progress"": 11.2, ""new_progress"": 12.2, ""gain"": 1.0}"
2026-07-26 18:15:00,1,Achieve 1500+ on the SAT,Skipped,0.7,0.372,0.402,0.507,0.287,90,75,1.2,1.0,1.0,1.2,False,,CATCH-UP,0.03,0.552,0.461,Complete timed sat questions: 42 questions.,
2026-07-27 17:15:00,2,Earn A*s in A-Level Mathematics and Physics,Skipped,0.602,0.597,0.482,0.503,0.439,30,90,0.333,1.0,1.0,1.2,True,Dinner with family at 7pm,CATCH-UP,0.027,0.427,0.271,Solve past-paper problems: 14 problems.,
2026-07-27 18:15:00,3,Build and launch a university portfolio app,Skipped,0.513,0.691,0.555,0.503,0.523,60,75,0.8,1.0,1.0,1.2,False,,CATCH-UP,0.111,0.351,0.338,Work on the portfolio app: 90 minutes.,
2026-07-28 17:15:00,4,Complete five university application essays,Skipped,0.434,0.775,0.619,0.501,0.597,120,60,1.5,1.0,1.0,1.2,True,Coffee with a friend after class,CATCH-UP,0.317,0.29,0.479,Draft or revise application essays: 600 words.,
2026-07-28 18:15:00,5,Submit a competitive scholarship application,Skipped,0.422,0.788,0.629,0.501,0.608,30,45,0.667,1.0,1.0,1.2,False,,CATCH-UP,0.15,0.281,0.585,Research and prepare scholarship materials: 54 minutes.,
2026-07-29 17:15:00,1,Achieve 1500+ on the SAT,Partly completed,0.526,0.55,0.607,0.5,0.578,60,75,0.8,1.0,1.0,0.35,True,Basketball with friends at 6pm,MINIMUM,0.106,0.378,0.472,Complete timed sat questions: 12 questions.,"{""goal_id"": 1, ""goal_name"": ""Achieve 1500+ on the SAT"", ""old_progress"": 12.2, ""new_progress"": 12.6, ""gain"": 0.4}"
2026-07-29 18:15:00,2,Earn A*s in A-Level Mathematics and Physics,Partly completed,0.436,0.645,0.679,0.5,0.662,90,90,1.0,1.0,1.0,1.0,False,,STEADY,0.214,0.307,0.274,Solve past-paper problems: 12 problems.,"{""goal_id"": 2, ""goal_name"": ""Earn A*s in A-Level Mathematics and Physics"", ""old_progress"": 12.2, ""new_progress"": 12.6, ""gain"": 0.4}"
2026-07-30 17:15:00,3,Build and launch a university portfolio app,Partly completed,0.339,0.749,0.759,0.501,0.754,30,75,0.4,1.0,1.0,0.35,True,Gaming session at 9pm,MINIMUM,0.137,0.238,0.344,Work on the portfolio app: 26 minutes.,"{""goal_id"": 3, ""goal_name"": ""Build and launch a university portfolio app"", ""old_progress"": 12.2, ""new_progress"": 12.6, ""gain"": 0.4}"
